SERIES,TS,Y,FORECAST,LOWER_BOUND,UPPER_BOUND,IS_ANOMALY,PERCENTILE,DISTANCE
,2024-01-10,143698.46,116487.625653121,58097.919901357,174877.331404885,False,0.8850061962,1.200390781
,2024-01-11,82311.66,72873.019944372,14483.314192608,131262.725696136,False,0.6614341445,0.4163803418
,2024-01-12,63142.85,71738.954159717,13349.248407953,130128.659911481,False,0.3522650941,-0.3792123407
,2024-01-13,97996.24,111186.36552939,52796.659777626,169576.071281154,False,0.28032543,-0.5818750312
,2024-01-14,107936.42,127257.900255443,68868.194503679,185647.606007207,False,0.1970081764,-0.8523563253
,2024-01-15,115964.81,110458.115772004,52068.41002024,168847.821523768,False,0.5959681519,0.2429247446
,2024-01-16,46845.44,87539.662408464,29149.9566567,145929.368160228,False,0.0363106873,-1.795202925
,2024-01-17,140296.02,99714.691387681,41324.985635917,158104.397139445,False,0.9632909396,1.790222678
,2024-01-18,69515.93,90812.4801497,32422.774397936,149202.185901464,False,0.1737407841,-0.9394854321
,2024-01-19,97947.37,81003.000392478,22613.294640714,139392.706144242,False,0.7726165084,0.7474914149
,2024-01-20,54172.43,135220.058050107,76830.352298343,193609.763801871,True,0.0001748658566,-3.575370909
,2024-01-21,139745.17,137070.403934835,78680.698183071,195460.109686599,False,0.5469645123,0.1179958132
,2024-01-22,87196.64,116624.688392965,58234.982641201,175014.394144729,False,0.0971089755,-1.298201942
,2024-01-23,93592.36,98506.907891143,40117.202139379,156896.613642907,False,0.4141811165,-0.2168025392
,2024-01-24,109545.64,111719.881068002,53330.175316238,170109.586819766,False,0.461793869,-0.09591543208
,2024-01-25,67648.08,102825.344764706,44435.639012942,161215.05051647,False,0.06035200143,-1.551825416
,2024-01-26,76791.68,73042.570933651,14652.865181887,131432.276685415,False,0.5656814311,0.1653898555
,2024-01-27,137311.65,151578.148758998,93188.443007234,209967.854510762,False,0.2645571458,-0.6293586359
,2024-01-28,74594.27,122871.980755622,64482.275003858,181261.686507386,False,0.01659636539,-2.129744284
,2024-01-29,138867.57,123904.323707978,65514.617956214,182294.029459742,False,0.7454036514,0.6600952647
,2024-01-30,114347.52,92502.086655672,34112.380903908,150891.792407436,False,0.8324015992,0.9636991081
,2024-01-31,94411.45,130497.601274664,72107.8955229,188887.307026428,False,0.05570129142,-1.591920437
,2024-02-01,103091.54,113443.802066215,55054.096314451,171833.507817979,False,0.3239490003,-0.4566842673
,2024-02-02,100218.21,78862.05060367,20472.344851906,137251.756355434,False,0.8269331328,0.9421150608
,2024-02-03,72413.63,157026.937189669,98637.231437906,215416.642941433,True,9.473080234e-05,-3.732668855
,2024-02-04,106377.18,132555.440646175,74165.734894411,190945.146397939,False,0.1240781062,-1.154839368
,2024-02-05,97839.51,112456.550151191,54066.844399427,170846.255902955,False,0.2595210857,-0.6448225739
,2024-02-06,101172.98,94752.2626494,36362.556897636,153141.968401164,False,0.6115060056,0.2832463649
,2024-02-07,109350.63,153747.791829141,95358.086077377,212137.497580905,False,0.02508240147,-1.958556032
,2024-02-08,127920.14,97258.299852285,38868.594100521,155648.005604049,False,0.9119130646,1.352629977
,2024-02-09,150107.62,72856.661213282,14466.955461518,131246.366965046,True,0.9996726552,3.407882962
,2024-02-10,101518.87,165311.579402375,106921.873650611,223701.285154139,True,0.00244509344,-2.814179796
,2024-02-11,124417.06,120921.578908682,62531.873156918,179311.284660446,False,0.5612744515,0.1542011988
,2024-02-12,135954.91,120554.738664996,62165.032913232,178944.44441676,False,0.7515482636,0.6793699693
,2024-02-13,120652.8,103862.533827253,45472.828075489,162252.239579017,False,0.7705602668,0.7406932278
,2024-02-14,145966.01,155377.542121757,96987.836369993,213767.247873521,False,0.3390034259,-0.4151844905
,2024-02-15,168783.04,79958.163194431,21568.457442667,138347.868946195,True,0.9999554417,3.9184599
,2024-02-16,124901.11,67524.978867217,9135.273115453,125914.684618981,False,0.9943149884,2.531116025
,2024-02-17,114395.59,160136.022986524,101746.31723476,218525.728738288,False,0.02180533427,-2.01781369
,2024-02-18,135743.36,110237.560781543,51847.855029779,168627.266533307,False,0.8697423685,1.125174107
,2024-02-19,114321.6,115986.413957393,57596.708205629,174376.119709157,False,0.4707270634,-0.07344233921
,2024-02-20,126661.35,121789.363681853,63399.657930089,180179.069433617,False,0.5850870875,0.2149249592
,2024-02-21,135322.32,137389.63050811,78999.924756346,195779.336259874,False,0.4636675327,-0.09119825006
,2024-02-22,145620.11,45922.280512722,-12467.425239042,104311.986264486,True,0.9999945402,4.398114143
,2024-02-23,124841.15,52791.854748164,-5597.8510036,111181.560499928,True,0.9992595855,3.178414476
,2024-02-24,157319.95,166699.99504959,108310.289297826,225089.700801354,False,0.3395119561,-0.4137954558
,2024-02-25,107136.37,107412.149298981,49022.443547217,165801.855050745,False,0.4951466478,-0.01216584996
,2024-02-26,127491.21,121161.885063925,62772.179312161,179551.590815689,False,0.6099599452,0.2792146395
,2024-02-27,152472.56,123979.895498711,65590.189746947,182369.601250475,False,0.895611957,1.256938003
,2024-02-28,156720.08,150077.320871603,91687.615119839,208467.026623367,False,0.6152548281,0.2930416141
,2024-02-29,159410.31,58122.794208655,-266.911543109,116512.499960419,True,0.9999960568,4.468242268
,2024-03-01,148152.57,71130.562421874,12740.85667011,129520.268173638,True,0.9996603285,3.397782907
,2024-03-02,128507.98,148989.498758736,90599.793006972,207379.2045105,False,0.1831221308,-0.9035307769
,2024-03-03,114453.95,120677.135801989,62287.430050225,179066.841553753,False,0.3918377653,-0.2745323708
,2024-03-04,135308.13,125031.878212631,66642.172460867,183421.583964395,False,0.674844835,0.4533311162
,2024-03-05,149856.23,122537.901804461,64148.196052697,180927.607556225,False,0.8859239827,1.205132812
,2024-03-06,149790.49,143000.054038723,84610.348286959,201389.759790487,False,0.6177421873,0.2995562952
,2024-03-07,161763.72,56153.473532036,-2236.232219728,114543.1792838,True,0.9999984108,4.658937121
,2024-03-08,158486.62,73552.320583863,15162.614832099,131942.026335627,True,0.9999104581,3.746829248
,2024-03-09,143625.93,167830.814785561,109441.109033797,226220.520537325,False,0.1428087546,-1.067784993
,2024-03-10,133246.15,127742.676539569,69352.970787805,186132.382291333,False,0.5959131163,0.2427826623
,2024-03-11,166961.92,140495.196171576,82105.490419812,198884.90192334,False,0.8785088141,1.16756476
,2024-03-12,135494.12,124468.442662628,66078.736910864,182858.148414392,False,0.6866552297,0.4863916064
,2024-03-13,188857.28,152850.226414927,94460.520663163,211239.932166691,False,0.9439055537,1.588431087
,2024-03-14,109637.46,68844.271868083,10454.566116319,127233.977619847,False,0.9640356198,1.799568743
,2024-03-15,184245.16,76073.637074923,17683.931323159,134463.342826687,True,0.9999990876,4.771926403
,2024-03-16,181170.28,165583.194915105,107193.489163341,223972.900666869,False,0.7541525481,0.6876155651
,2024-03-17,132121.34,139861.214532559,81471.508780795,198250.920284323,False,0.3663860899,-0.3414402482
,2024-03-18,165801.84,119125.558325069,60735.852573305,177515.264076833,False,0.9802575807,2.059098133
,2024-03-19,163051.27,138756.833635763,80367.127883999,197146.539387527,False,0.8580805769,1.07173551
,2024-03-20,154168.16,135673.374545246,77283.668793482,194063.08029701,False,0.7927176575,0.8158871452
,2024-03-21,120857.22,76618.000216742,18228.294464978,135007.705968506,False,0.9745064606,1.951588507
,2024-03-22,175953.77,63659.525326547,5269.819574783,122049.231078311,True,0.9999996361,4.953797974
,2024-03-23,167330.6,169292.665014943,110902.959263179,227682.370766707,False,0.4655124577,-0.08655540383
,2024-03-24,210713.03,144777.477913975,86387.772162211,203167.183665739,True,0.9981853839,2.908710106
,2024-03-25,171028.67,118705.975729467,60316.269977703,177095.681481231,False,0.9895056165,2.308186476
,2024-03-26,138716.83,133789.625536266,75399.919784502,192179.33128803,False,0.586036441,0.2173608769
,2024-03-27,194624.6,135191.838951813,76802.133200049,193581.544703577,True,0.9956272159,2.621843106
,2024-03-28,184383.27,82711.630244037,24321.924492273,141101.335995801,True,0.9999963575,4.485187683
,2024-03-29,200734.46,62942.336298458,4552.630546694,121332.042050222,True,0.9999999994,6.078622686
,2024-03-30,160533.59,176912.739205114,118523.03345335,235302.444956878,False,0.2349760373,-0.722557032
,2024-03-31,206634.22,130455.846320694,72066.14056893,188845.552072458,True,0.9996110859,3.360566468
,2024-04-01,200951.27,119166.816147427,60777.110395663,177556.521899191,True,0.9998456428,3.607875568
,2024-04-02,177418.78,137080.271232967,78690.565481203,195469.976984731,False,0.9624219734,1.779510816
,2024-04-03,138613.22,124116.952350793,65727.246599029,182506.658102557,False,0.7387494401,0.6394947623
,2024-04-04,183872.8,71829.057866457,13439.352114693,130218.763618221,True,0.9999996149,4.942747194
,2024-04-05,179793.14,58942.12122254,552.415470776,117331.826974304,True,0.9999999512,5.331275291
,2024-04-06,140883.24,188579.131802817,130189.426051053,246968.837554581,False,0.01768583638,-2.104077665
,2024-04-07,193205.11,128883.774288614,70494.06853685,187273.480040378,True,0.9977265816,2.837499851
,2024-04-08,210975.3,110696.359964659,52306.654212895,169086.065716423,True,0.9999951499,4.423749511
,2024-04-09,236642.62,131615.919594691,73226.213842927,190005.625346455,True,0.9999981997,4.633194312
,2024-04-10,180786.37,132722.827269634,74333.12151787,191112.533021398,False,0.9830094707,2.120296381
,2024-04-11,221261.23,81548.999000566,23159.293248802,139938.70475233,True,0.9999999996,6.163327149
,2024-04-12,242246.25,65750.950238483,7361.244486719,124140.655990247,True,1.0,7.785991712
,2024-04-13,201037.72,201479.462092346,143089.756340582,259869.16784411,False,0.4922262216,-0.01948720603
,2024-04-14,196972.46,148103.391506212,89713.685754448,206493.097257976,False,0.9844515954,2.155831701
,2024-04-15,188037.27,106497.117797442,48107.412045678,164886.823549205,True,0.9998391066,3.597098337
,2024-04-16,223322.83,122147.278944399,63757.573192635,180536.984696163,True,0.9999959647,4.463303006
,2024-04-17,235169.75,131614.233072831,73224.527321067,190003.938824595,True,0.9999975414,4.568293873
,2024-04-18,181837.28,72701.872551242,14312.166799478,131091.578303006,True,0.999999262,4.814447632
,2024-04-19,270168.9,53838.06230324,-4551.643448524,112227.768055004,True,1.0,9.543314251
,2024-04-20,232192.21,203197.994786803,144808.289035039,261587.700538567,False,0.8995626757,1.279063633
,2024-04-21,271929.31,152945.275675102,94555.569923338,211334.981426866,True,0.9999999235,5.248914313
,2024-04-22,211614.41,118057.362791651,59667.657039887,176447.068543415,True,0.999981641,4.127216958
,2024-04-23,288107.3,123806.389857244,65416.68410548,182196.095609008,True,1.0,7.248043015
,2024-04-24,248984.68,133560.138051288,75170.432299525,191949.843803052,True,0.9999998227,5.091889292
,2024-04-25,221516.94,70366.424453988,11976.718702224,128756.130205752,True,1.0,6.667920692
,2024-04-26,240917.1,46293.837543004,-12095.86820876,104683.543294768,True,1.0,8.585696676
,2024-04-27,284828.17,191964.485603396,133574.779851632,250354.19135516,True,0.9999790396,4.096629644
,2024-04-28,285093.87,132888.750583966,74499.044832202,191278.45633573,True,1.0,6.714443954
,2024-04-29,297873.59,103181.177176289,44791.471424525,161570.882928053,True,1.0,8.588747206
,2024-04-30,254218.55,114060.273978488,55670.568226724,172449.979730252,True,0.9999999997,6.183004176
,2024-05-01,387437.01,124473.957691633,66084.251939869,182863.663443397,True,1.0,11.60046839
,2024-05-02,306693.81,76664.759274436,18275.053522672,135054.4650262,True,1.0,10.147603279
,2024-05-03,303121.22,51472.391012691,-6917.314739073,109862.096764455,True,1.0,11.101347739
,2024-05-04,353119.54,170975.186887433,112585.481135669,229364.892639197,True,1.0,8.03519655
,2024-05-05,403670.63,127675.6438989,69285.938147136,186065.349650664,True,1.0,12.175364881
,2024-05-06,457004.78,90679.553687667,32289.847935903,149069.259439431,True,1.0,16.160233048
,2024-05-07,528621.05,112127.505947305,53737.800195541,170517.211699069,True,1.0,18.373380405
